HOTELCODE,ACCOUNTCODE,CREATEDDATE,CHECKINDATE,CHECKOUTDATE,CANCELLATIONDATE,LASTMODIFIED,BOOKINGSTATUS,BOOKINGREFERENCE,ROOMNIGHTS,PRICE,COST,CURRENCY
CAF983500,OOT012,09/06/2015,30/07/2015,06/08/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03772784,7,666.16,616,EUR
CAI954700,TDE001,19/06/2015,24/08/2015,28/08/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03819024,8,1955.92,1880,EUR
CAG671800,LOH003,26/01/2015,21/07/2015,22/07/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03074807,1,111.79,103.37,EUR
CAF489100,GTP001,25/05/2015,11/07/2015,15/07/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03686633,4,317.21,300.6,EUR
CAG671700,TUG001,19/05/2015,13/11/2015,16/11/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03659628,12,767.4,696,EUR
CAF488700,TUG001,21/05/2015,13/11/2015,16/11/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03673941,12,961.32,872,EUR
CAL038300,HBD001,22/06/2015,26/06/2015,28/06/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03829123,2,87.78,76,EUR
CAF488400,TUG001,27/05/2015,09/10/2015,12/10/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03705008,12,2063.88,1872,EUR
CAV094100,GML001,21/06/2015,17/09/2015,20/09/2015,22/06/2015,21/07/2016 09:26,Cancelled,C00506968,3,518.96,482.2,EUR
CAF560400,TUG001,19/05/2015,09/10/2015,12/10/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03659951,12,1544.36,1400.8,EUR
CAF488200,UTS002,22/06/2015,28/07/2015,07/08/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03827988,10,1104.7,1061.8,EUR
CAK965700,INT001,19/05/2015,29/06/2015,01/07/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03660446,2,168.16,154,EUR
CAO111500,ODV001,19/06/2015,21/07/2015,25/07/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03812948,4,933.76,871.84,EUR
CAF488400,TUG001,27/05/2015,09/10/2015,12/10/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03706457,12,2063.88,1872,EUR
CAF489100,RXL001,19/06/2015,03/08/2015,07/08/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03817496,4,303.68,280.8,EUR
CAO111500,PRE004,02/06/2015,13/08/2015,16/08/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03736021,3,605.4,565.26,EUR
CAG671400,OOT012,09/06/2015,01/08/2015,03/08/2015,22/06/2015,21/07/2016 09:26,Cancelled,E03773449,2,226.52,211.5,EUR
CAL493700,HBD001,22/06/2015,27/06/2015,05/07/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03826639,8,840.83,728,EUR
CAF488700,TDP001,05/06/2015,18/07/2015,21/07/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03755957,3,232.2,216.8,EUR
CAF393400,OOT005,04/03/2015,10/09/2015,13/09/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03265063,3,572.21,524,EUR
CAK450200,JUR001,22/06/2015,14/08/2015,17/08/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03828075,3,206.4,189,EUR
CAK535300,UGI002,04/06/2015,30/06/2015,02/07/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03748209,2,205.6,178,EUR
CAI308700,PTI005,21/06/2015,13/07/2015,16/07/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03821726,3,292.02,270,EUR
CAL038300,SLX001,23/06/2015,27/08/2015,30/08/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03831805,3,107.07,99,EUR
CAK965700,TDP001,09/06/2015,27/06/2015,30/06/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03772549,3,252.24,231,EUR
CAH696700,FTK001,23/06/2015,09/07/2015,12/07/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03823354,3,224.91,210,EUR
CAG671700,ANH001,15/06/2015,27/06/2015,28/06/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03798772,2,173.23,158.62,EUR
CAF489100,UTS001,26/05/2015,26/07/2015,30/07/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03696147,4,251.6,230.4,EUR
CAF488200,INT001,23/06/2015,06/07/2015,09/07/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03832971,3,331.41,318.54,EUR
CAO553800,SPT002,23/06/2015,05/07/2015,07/07/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03830446,2,441.28,424.16,EUR
CAH696700,GET001,23/06/2015,27/02/2016,28/02/2016,23/06/2015,21/07/2016 09:26,Cancelled,E03827259,1,55.55,49.44,EUR
CAL493700,HBD001,22/06/2015,28/06/2015,04/07/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03828403,6,607.51,526,EUR
CAK536700,DWO001,20/06/2015,06/08/2015,11/08/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03821808,5,367.7,340,EUR
CAL038300,SLX001,23/06/2015,27/08/2015,30/08/2015,23/06/2015,21/07/2016 09:26,Cancelled,E03833206,3,139.5,129,EUR
CAF489100,RXL001,24/06/2015,25/07/2015,28/07/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03836265,3,249.17,230.4,EUR
CAF881500,BOK001,17/06/2015,20/08/2015,26/08/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03810554,6,608.15,578.82,EUR
CAF394400,FTK001,24/06/2015,14/10/2015,18/10/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03830196,4,526.29,477.35,EUR
CAF489100,PGS001,28/05/2015,01/07/2015,05/07/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03712993,4,346.5,320.4,EUR
CAF881500,OOT012,24/06/2015,07/08/2015,10/08/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03837826,3,285.25,274.17,EUR
CAO553800,BOR002,22/06/2015,11/07/2015,18/07/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03828274,7,1559.74,1484.56,EUR
CAF489200,PGS001,26/05/2015,01/07/2015,05/07/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03697903,4,432.6,400,EUR
CAQ246100,BOR002,04/06/2015,01/07/2015,05/07/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03751973,4,477.6,441.6,EUR
CAT836800,UQS003,24/06/2015,09/08/2015,10/08/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03831458,1,565.72,495,EUR
CAL993900,GTP001,01/02/2015,05/09/2015,10/09/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03106261,5,775.3,710,EUR
CAN554800,PRE004,19/05/2015,26/06/2015,28/06/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03660563,4,276.88,256,EUR
CAN553100,RHD005,18/06/2015,13/10/2015,19/10/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03813465,6,562.26,510,EUR
CAK965700,TJS001,23/06/2015,13/10/2015,16/10/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03830654,6,509.34,462,EUR
CAK965700,TJS001,24/06/2015,16/08/2015,17/08/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03835258,1,64.17,59.33,EUR
CAF489000,BOR002,04/06/2015,01/07/2015,05/07/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03751996,4,543.6,502.64,EUR
CAL993900,GTP001,01/02/2015,05/09/2015,10/09/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03108104,5,775.3,710,EUR
CAF488300,UQS003,24/06/2015,09/08/2015,10/08/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03834447,2,1013.73,887,EUR
CAF489000,PRE004,22/06/2015,16/07/2015,20/07/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03826186,4,538.32,502.64,EUR
CAF489100,RXL001,06/06/2015,15/07/2015,17/07/2015,24/06/2015,21/07/2016 09:26,Cancelled,E03760548,2,151.84,140.4,EUR
CAF489100,OOT005,22/06/2015,27/08/2015,30/08/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03823825,3,270.58,250.2,EUR
CAK576300,FTK001,23/06/2015,06/02/2016,08/02/2016,25/06/2015,21/07/2016 09:26,Cancelled,E03832520,2,122.47,108,EUR
CAN544000,GDE001,26/03/2015,01/07/2015,05/07/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03381974,4,342,313.2,EUR
CAG671700,JUR001,17/01/2015,10/07/2015,13/07/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03040313,3,239.16,219,EUR
CAG671400,MBR001,25/06/2015,01/07/2015,02/07/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03839079,1,113.26,105.75,EUR
CAK196400,MTL004,15/06/2015,15/09/2015,19/09/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03800382,4,379.88,360,EUR
CAF394800,MKV001,19/06/2015,01/07/2015,04/07/2015,25/06/2015,21/07/2016 09:26,Cancelled,C00509021,3,480.09,446.07,EUR
CAF488800,OOT012,24/06/2015,02/07/2015,03/07/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03833784,1,100.25,93.6,EUR
CAF392700,UTS001,17/06/2015,28/06/2015,30/06/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03808507,2,351.92,336.6,EUR
CAF393400,NYA001,25/06/2015,27/07/2015,30/07/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03842420,3,440.19,411,EUR
CAH696700,PRE004,23/06/2015,02/08/2015,07/08/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03831283,5,374.85,350,EUR
CAK196400,MTL004,15/06/2015,21/09/2015,22/09/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03800383,1,94.97,90,EUR
CAF488300,DBA002,11/06/2015,07/09/2015,08/09/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03784791,1,367.06,346,EUR
CAU788200,PIV001,25/06/2015,01/07/2015,02/07/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03827705,2,155.74,144,EUR
CAI952800,PRE004,25/06/2015,10/07/2015,12/07/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03843341,2,224.9,210,EUR
CAK965700,OOT005,24/06/2015,21/08/2015,26/08/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03834201,5,317.7,296.65,EUR
CAV519500,TBQ001,11/06/2015,13/08/2015,14/08/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03782650,1,141.49,136,EUR
CAL822900,PRE004,23/06/2015,02/08/2015,07/08/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03830485,5,390.9,365,EUR
CAF488300,LOE001,24/06/2015,07/07/2015,18/07/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03837582,11,4245.78,4081,EUR
CAF881500,DBA002,24/06/2015,16/08/2015,17/08/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03831841,1,95.08,91.39,EUR
CAI954700,URS001,10/06/2015,12/08/2015,14/08/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03782634,2,468.16,450,EUR
CAI954700,URS001,10/06/2015,12/08/2015,14/08/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03783281,2,488.98,470,EUR
CAF489100,GTP001,24/06/2015,30/08/2015,01/09/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03833188,2,151.84,140.4,EUR
CAF394600,PRE004,06/06/2015,09/09/2015,11/09/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03757862,2,273.42,248,EUR
CAK576300,FTK001,23/06/2015,06/02/2016,08/02/2016,25/06/2015,21/07/2016 09:26,Cancelled,E03832786,4,244.94,216,EUR
CAK908400,PRE004,08/06/2015,09/08/2015,12/08/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03761574,3,289.17,270,EUR
CAF394800,MKV001,19/06/2015,01/07/2015,04/07/2015,25/06/2015,21/07/2016 09:26,Cancelled,C00507112,3,633,588.15,EUR
CAF393400,LPI001,16/06/2015,09/07/2015,12/07/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03803500,3,448.75,419,EUR
CAF489100,PRE004,16/02/2015,30/06/2015,07/07/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03186493,7,640.27,592,EUR
CAF989600,PRE004,23/06/2015,04/07/2015,08/07/2015,25/06/2015,21/07/2016 09:26,Cancelled,E03830575,4,565.48,528,EUR
CAF488900,PRE004,25/06/2015,30/06/2015,02/07/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03846523,2,248.75,230,EUR
CAF489100,ODV004,26/06/2015,19/08/2015,25/08/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03850820,6,498.34,460.8,EUR
CAL404900,HOC002,14/03/2015,07/08/2015,09/08/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03317314,2,197,182.16,EUR
CAG671400,MBR001,25/06/2015,01/07/2015,02/07/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03842502,1,113.26,105.75,EUR
CAK965700,PRE004,19/06/2015,29/08/2015,04/09/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03815791,6,384.99,355.98,EUR
CAF983400,DWI001,26/06/2015,19/08/2015,22/08/2015,26/06/2015,21/07/2016 09:26,Cancelled,C00512083,3,302.86,286.91,EUR
CAF881500,ANH001,26/06/2015,01/08/2015,02/08/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03847058,1,95.08,91.39,EUR
CAG671000,HBD001,25/06/2015,02/07/2015,08/07/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03842453,6,579.36,501.6,EUR
CAF489000,URS001,15/06/2015,07/07/2015,10/07/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03798791,6,719.7,672,EUR
CAF488800,MKV001,26/06/2015,01/07/2015,04/07/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03850254,3,323.59,299.2,EUR
CAM967500,BOR002,06/05/2015,30/06/2015,05/07/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03586781,5,334.07,303,EUR
CAG671700,UTS001,15/06/2015,01/07/2015,15/07/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03798607,14,1284.6,1181.96,EUR
CAK536700,OOT005,10/02/2015,01/07/2015,05/07/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03154516,4,315.8,292,EUR
CAG671700,CCS001,07/05/2015,01/07/2015,05/07/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03594738,4,569.11,511.96,EUR
CAF489000,RUO001,24/06/2015,15/07/2015,18/07/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03829328,3,403.74,376.98,EUR
CAN554800,ANI003,15/06/2015,28/06/2015,01/07/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03798443,6,415.32,384,EUR
CAL038300,JUR001,26/06/2015,29/08/2015,30/08/2015,26/06/2015,21/07/2016 09:26,Cancelled,E03842738,1,46.96,43,EUR
CAO705800,GAI001,16/06/2015,30/06/2015,10/07/2015,27/06/2015,21/07/2016 09:26,Cancelled,E03801579,20,1816.44,1678,EUR
CAF489100,BOR002,26/06/2015,03/08/2015,10/08/2015,27/06/2015,21/07/2016 09:26,Cancelled,E03848808,7,579.86,531,EUR
CAF489100,RXL001,07/05/2015,20/07/2015,21/07/2015,27/06/2015,21/07/2016 09:26,Cancelled,E03592557,1,84.36,78,EUR
CAH696700,URS001,19/06/2015,17/07/2015,19/07/2015,27/06/2015,21/07/2016 09:26,Cancelled,E03816603,2,143.52,134,EUR
CAH696700,URS002,19/06/2015,17/07/2015,19/07/2015,27/06/2015,21/07/2016 09:26,Cancelled,E03818185,6,449.82,420,EUR
CAF489100,OLD001,26/06/2015,15/07/2015,20/07/2015,27/06/2015,21/07/2016 09:26,Cancelled,E03849588,5,422.43,390.6,EUR
CAF489000,URS001,07/06/2015,05/07/2015,06/07/2015,27/06/2015,21/07/2016 09:26,Cancelled,E03762762,1,119.95,112,EUR
CAQ246100,EKC001,01/06/2015,04/07/2015,10/07/2015,27/06/2015,21/07/2016 09:26,Cancelled,E03727226,6,481.94,450,EUR
CAK965700,TJS001,26/06/2015,10/07/2015,13/07/2015,27/06/2015,21/07/2016 09:26,Cancelled,E03847843,3,192.51,177.99,EUR
CAH696700,URS002,01/05/2015,18/09/2015,19/09/2015,28/06/2015,21/07/2016 09:26,Cancelled,E03564706,1,78.62,72,EUR
CAF489100,PRE004,28/06/2015,16/07/2015,19/07/2015,28/06/2015,21/07/2016 09:26,Cancelled,E03852644,3,270.58,250.2,EUR
CAF983200,WAV001,28/06/2015,14/08/2015,21/08/2015,28/06/2015,21/07/2016 09:26,Cancelled,E03850321,7,832.93,777.7,EUR
CAV094700,UTS002,23/06/2015,04/07/2015,21/07/2015,28/06/2015,21/07/2016 09:26,Cancelled,C00510462,17,1306.28,1213.8,EUR
CAF393400,GGT003,23/06/2015,24/07/2015,05/08/2015,28/06/2015,21/07/2016 09:26,Cancelled,C00506945,36,5682,5279.4,EUR
CAT163700,UTS002,19/06/2015,01/07/2015,15/07/2015,28/06/2015,21/07/2016 09:26,Cancelled,C00507077,14,1221,1134.52,EUR
CAF488800,PRE004,21/06/2015,18/09/2015,20/09/2015,28/06/2015,21/07/2016 09:26,Cancelled,E03819932,4,482.68,442,EUR
CAH785100,OOT012,16/04/2015,01/07/2015,05/07/2015,28/06/2015,21/07/2016 09:26,Cancelled,E03484636,4,313.4,287,EUR
CAF489000,URS001,28/06/2015,14/08/2015,17/08/2015,28/06/2015,21/07/2016 09:26,Cancelled,E03852226,3,403.74,376.98,EUR
CAF489000,PRE004,31/05/2015,02/07/2015,05/07/2015,28/06/2015,21/07/2016 09:26,Cancelled,E03724394,3,403.74,376.98,EUR
CAF488900,PRE004,28/06/2015,26/07/2015,04/08/2015,28/06/2015,21/07/2016 09:26,Cancelled,E03852232,9,1370.88,1280,EUR
CAT163700,UTS002,18/06/2015,01/07/2015,15/07/2015,28/06/2015,21/07/2016 09:26,Cancelled,C00506963,14,1221,1134.52,EUR
CAK216900,UTS002,18/06/2015,01/07/2015,14/07/2015,28/06/2015,21/07/2016 09:26,Cancelled,C00507318,13,1284.01,1193.01,EUR
CAQ246100,PRE004,21/05/2015,30/06/2015,04/07/2015,28/06/2015,21/07/2016 09:26,Cancelled,E03677119,4,466.31,433.2,EUR
CAF488700,UTS002,16/06/2015,30/06/2015,09/07/2015,28/06/2015,21/07/2016 09:26,Cancelled,E03803563,9,699.37,651.4,EUR
CAM971000,OOT005,01/06/2015,01/07/2015,05/07/2015,28/06/2015,21/07/2016 09:26,Cancelled,E03726315,4,298.76,273.6,EUR
CAF489100,PRE004,15/03/2015,01/07/2015,09/07/2015,28/06/2015,21/07/2016 09:26,Cancelled,E03317671,16,1401.68,1296,EUR
CAO239000,HSU001,28/06/2015,15/08/2015,20/08/2015,28/06/2015,21/07/2016 09:26,Cancelled,E03849755,5,702.95,650,EUR
CAV313700,DBA002,28/06/2015,12/07/2015,13/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03851192,1,93.63,90,EUR
CAO553800,SPT002,23/06/2015,05/07/2015,08/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03830703,3,661.92,636.24,EUR
CAF983400,HSU001,29/06/2015,13/07/2015,21/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03853702,8,761.36,704,EUR
CAF560400,FTK001,29/06/2015,24/07/2015,27/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03857083,3,279.54,261,EUR
CAF967900,EHT001,08/06/2015,04/07/2015,05/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03766476,4,392.48,356,EUR
CAK214500,LOH003,14/06/2015,02/08/2015,05/08/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03795584,3,410.48,383.28,EUR
CAF881500,PRE004,26/06/2015,03/07/2015,06/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03848568,3,335.55,322.53,EUR
CAL493900,HBD001,29/06/2015,14/07/2015,15/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03850417,1,125.89,109,EUR
CAF489100,HOC002,04/05/2015,02/07/2015,08/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03569426,6,532.1,492,EUR
CAV519500,OOT005,28/06/2015,10/07/2015,14/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03847923,4,565.96,544,EUR
CAM967500,ANI003,23/02/2015,04/07/2015,09/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03218862,10,646.74,598,EUR
CAF560400,FTK001,29/06/2015,24/07/2015,27/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03854544,3,302.01,282,EUR
CAF489200,BOR002,24/06/2015,02/07/2015,12/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03837107,10,971.88,890,EUR
CAL493900,HBD001,29/06/2015,14/07/2015,15/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03853136,1,125.89,109,EUR
CAF881500,RXL001,25/06/2015,26/08/2015,29/08/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03845221,3,306.38,294.49,EUR
CAF488900,SPT002,22/06/2015,26/07/2015,05/08/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03827381,10,1520.82,1420,EUR
CAF489100,PRE004,12/05/2015,05/07/2015,09/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03621730,4,337.44,312,EUR
CAF489000,ANI003,05/06/2015,06/07/2015,07/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03755448,1,134.58,125.66,EUR
CAV095600,UTS002,21/06/2015,02/07/2015,12/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,C00507862,10,666.7,619.5,EUR
CAF488700,TDP001,15/06/2015,03/07/2015,06/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03800352,3,244.62,228.4,EUR
CAF489100,GML001,28/06/2015,30/08/2015,04/09/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03852628,5,482.59,440.4,EUR
CAF983400,PRE004,20/06/2015,21/09/2015,27/09/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03819806,6,698.52,633.6,EUR
CAF394400,RUO001,11/06/2015,31/07/2015,02/08/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03783420,2,281.18,260,EUR
CAF560400,FTK001,29/06/2015,24/07/2015,27/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03856993,3,279.54,261,EUR
CAF392700,ANI003,05/06/2015,06/07/2015,07/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03754043,1,216.29,207.9,EUR
CAF394300,LOH003,27/06/2015,26/07/2015,30/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,C00512025,4,1342.52,1247.4,EUR
CAF983500,PRE004,26/06/2015,03/07/2015,06/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03848633,3,285.51,264,EUR
CAV952500,SPT002,06/06/2015,31/07/2015,02/08/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03760007,4,462.68,432,EUR
CAI954700,TDP001,24/06/2015,19/08/2015,24/08/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03832769,5,1222.45,1175,EUR
CAK196400,WHL001,21/06/2015,26/07/2015,04/08/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03821600,9,589.05,549.99,EUR
CAG671100,UTS002,18/06/2015,01/07/2015,19/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03811670,18,1627.38,1504.8,EUR
CAF489100,DWO001,29/06/2015,01/08/2015,10/08/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03855599,9,600.84,555.6,EUR
CAF392700,NKH001,26/06/2015,31/07/2015,05/08/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03840369,5,932.7,896.5,EUR
CAV952500,GEK001,26/06/2015,22/07/2015,27/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03847518,5,569.77,532,EUR
CAO553800,TJS001,05/06/2015,06/07/2015,07/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03756328,1,222.82,212.08,EUR
CAF488800,SLX001,29/06/2015,23/07/2015,25/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03857205,2,158.94,148.4,EUR
CAI954700,OOT012,29/05/2015,06/09/2015,08/09/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03715185,2,498.61,470,EUR
CAF489200,PIV001,29/06/2015,24/07/2015,26/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03858041,2,207.48,190,EUR
CAF488900,AEU003,28/05/2015,05/07/2015,07/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03713738,4,599.76,560,EUR
CAF488800,PRE004,26/06/2015,03/07/2015,06/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03844718,3,340.15,317.6,EUR
CAL493900,HBD001,29/06/2015,14/07/2015,15/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03853405,1,125.89,109,EUR
CAH696700,VES002,24/06/2015,06/07/2015,20/07/2015,29/06/2015,21/07/2016 09:26,Cancelled,E03829321,14,1004.68,938,EUR
CAF393800,DSB001,30/06/2015,27/07/2015,01/08/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03857047,5,485.1,440,EUR
CAF983300,UTS001,25/06/2015,09/07/2015,18/07/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03838155,9,813.69,752.4,EUR
CAF489100,TCK005,23/06/2015,10/07/2015,15/07/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03826474,5,422.43,390.6,EUR
CAF489100,GTP001,26/06/2015,04/09/2015,06/09/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03846679,2,167.58,152,EUR
CAF392700,OOT012,29/06/2015,04/07/2015,06/07/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03852566,2,432.57,415.8,EUR
CAF488400,HIE013,30/06/2015,07/10/2015,10/10/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03862555,3,515.97,468,EUR
CAF488900,RUO001,25/05/2015,01/09/2015,06/09/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03691070,10,1712.24,1568,EUR
CAN553100,PRE004,30/06/2015,17/02/2016,20/02/2016,30/06/2015,21/07/2016 09:26,Cancelled,E03859379,3,170.1,150,EUR
CAM967500,RUM001,26/06/2015,03/07/2015,05/07/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03850762,2,136.26,126,EUR
CAF489000,LIC002,18/06/2015,31/07/2015,09/08/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03813130,9,1111.95,1038.24,EUR
CAF489100,FTK001,29/06/2015,09/09/2015,12/09/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03854552,3,337.36,306,EUR
CAF488500,OOT012,26/06/2015,11/07/2015,14/07/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03848000,3,808.38,777,EUR
CAU481800,PRE004,29/06/2015,20/09/2015,23/09/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03856182,3,479.58,435,EUR
CAK196400,PRE004,05/06/2015,15/07/2015,17/07/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03758176,2,130.9,122.22,EUR
CAF983600,RXL001,29/06/2015,08/07/2015,14/07/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03855590,6,585.3,541.2,EUR
CAO111500,SLX001,23/06/2015,15/08/2015,18/08/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03829317,3,700.32,653.88,EUR
CAV952500,UTS001,27/06/2015,08/07/2015,16/07/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03849997,8,808.07,754.5,EUR
CAF489100,SPT002,25/06/2015,16/08/2015,22/08/2015,30/06/2015,21/07/2016 09:26,Cancelled,E03843387,6,476.93,441,EUR
